Id,SalePrice
1461,121559.58
1462,157182.31
1463,177306.69
1464,180191.66
1465,196685.88
1466,174991.31
1467,165868.9
1468,164199.64
1469,194879.42
1470,113933.96
1471,195469.1
1472,102348.92
1473,97799.83
1474,146826.5
1475,139076.12
1476,361826.38
1477,252132.4
1478,301850.38
1479,305095.28
1480,428439.0
1481,313279.38
1482,219462.6
1483,173906.11
1484,172450.92
1485,176661.92
1486,198991.06
1487,320136.25
1488,249141.73
1489,185090.2
1490,192406.12
1491,193318.42
1492,102147.85
1493,200703.7
1494,310491.8
1495,287021.8
1496,216056.2
1497,181605.95
1498,154666.77
1499,154279.03
1500,136786.94
1501,161185.95
1502,143301.38
1503,251902.88
1504,242358.42
1505,215331.11
1506,177390.58
1507,234398.98
1508,202387.64
1509,153152.73
1510,137946.19
1511,139249.45
1512,157164.03
1513,139417.02
1514,184404.81
1515,211745.78
1516,159276.47
1517,161824.86
1518,150212.83
1519,208095.48
1520,134038.53
1521,139065.66
1522,174521.33
1523,112884.95
1524,120525.625
1525,122033.49
1526,127383.07
1527,101006.99
1528,138903.4
1529,137932.77
1530,168077.84
1531,124135.43
1532,107845.15
1533,131720.3
1534,127977.05
1535,160792.0
1536,109771.14
1537,83671.15
1538,181313.16
1539,200191.39
1540,112319.35
1541,141848.53
1542,141721.16
1543,215572.33
1544,84912.805
1545,104023.875
1546,115824.016
1547,125717.23
1548,123454.69
1549,98674.67
1550,129347.87
1551,128154.5
1552,132155.53
1553,151829.64
1554,115871.08
1555,170889.55
1556,94381.734
1557,121044.09
1558,101763.98
1559,97347.305
1560,128509.43
1561,150375.22
1562,129494.125
1563,121091.78
1564,153194.23
1565,141000.72
1566,231988.05
1567,85135.55
1568,208516.44
1569,137514.44
1570,136152.73
1571,136733.34
1572,144998.73
1573,248772.78
1574,121307.35
1575,216302.38
1576,194148.55
1577,185103.08
1578,139099.2
1579,140518.92
1580,204257.84
1581,146230.5
1582,121731.164
1583,308424.2
1584,229735.1
1585,140437.47
1586,85967.18
1587,106973.02
1588,143486.12
1589,105534.836
1590,140467.48
1591,106154.01
1592,133160.17
1593,120619.45
1594,142024.1
1595,133490.12
1596,224039.47
1597,174931.25
1598,194710.75
1599,191217.3
1600,199140.67
1601,63083.47
1602,116344.89
1603,75487.4
1604,263108.28
1605,254743.69
1606,157466.19
1607,206952.94
1608,199560.44
1609,185872.94
1610,139112.08
1611,145066.64
1612,162017.88
1613,161685.25
1614,123351.36
1615,91538.71
1616,88489.1
1617,91538.71
1618,127558.125
1619,135446.64
1620,187297.53
1621,133218.34
1622,137901.33
1623,287636.72
1624,211407.0
1625,134759.25
1626,167908.02
1627,180562.7
1628,274735.1
1629,185779.19
1630,323923.22
1631,224819.84
1632,245132.05
1633,166853.2
1634,178573.98
1635,174002.48
1636,164936.34
1637,175482.66
1638,212996.02
1639,180913.98
1640,258310.8
1641,193561.38
1642,222133.64
1643,242823.69
1644,239895.83
1645,174539.31
1646,155088.61
1647,179490.0
1648,132325.66
1649,125994.97
1650,111756.48
1651,117889.69
1652,102348.92
1653,102432.61
1654,155710.77
1655,162007.22
1656,147270.48
