LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,Fireplaces,ScreenPorch,MSSubClass_160,MSZoning_C (all),MSZoning_FV,MSZoning_RL,LandSlope_Gtl,LandSlope_Mod,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_StoneBr,Condition1_Artery,Condition1_RRAe,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,BsmtExposure_Gd,Heating_Grav,KitchenQual_Ex,Functional_Maj2,Functional_Mod,GarageType_2Types,GarageQual_Ex,SaleCondition_Normal
14.550686887076502,5,1961,1961,42.81371516619133,882.0,5.974079209472115,0.0,7.551838859750093,0,19.077822640948266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15.023148988781042,6,1958,1958,54.675311069788016,1329.0,6.274100577612823,0.0,8.038949898323061,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.95091796385196,5,1997,1998,28.375987476573922,928.0,6.0009661339418345,836.68529391454,8.292787324586365,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.204771727914087,6,1998,1998,47.76904186913174,926.0,5.999314089704687,808.3850598744539,8.27344336372143,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12.696874572616238,8,1992,1992,94.31287066066135,1280.0,6.245705344554534,0.0,7.992275020098241,0,21.018870062181232,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.209733836593804,6,1993,1994,79.57112358443665,763.0,5.850509233295441,1072.759688047661,8.312602236993088,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.706329767625897,6,1992,2007,39.17511094029123,1168.0,6.188567131226656,0.0,7.8987202516240504,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.820410804877312,6,1998,1998,81.16610116271696,789.0,5.876339896840517,805.9255921944897,8.160254488187718,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.24907623667969,7,1990,1990,73.21221988356355,1300.0,6.280888859659297,0.0,8.050126182496372,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
13.819882573452034,4,1970,1970,0.0,882.0,5.96200125261281,0.0,7.532505412978735,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
